Geography Type,Geography,Age Range,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Year,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),February 26 - March 25,2023,Monthly,33.8,30.3 - 37.3,"1,858",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Feb 27 - Mar 26,2022,Monthly,32.5,29.5 - 35.5,"2,660",0
National Estimates,National,5-17 years,Age,5 � 11 years,Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),April 30 - May 27,2023,Monthly,26.3,22.6 - 29.9,"2,224",0
National Estimates,National,5-17 years,Health Insurance,Other Insurance,Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),March 26 - April 29,2023,Monthly,24.4,21.5 - 27.4,"2,966",0
National Estimates,National,5-17 years,Race/Ethnicity,"Black, non-Hispanic",Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),January 1 - January 28,2023,Monthly,36.7,27.5 - 45.8,281,0
National Estimates,National,5-17 years,All children 5 � 17 years,All children 5 � 17 years,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Jul 1 - Jul 30,2022,Monthly,4.3,3.6 - 5.0,"11,590",0
National Estimates,National,5-17 years,Metropolitan statistical area,Urban,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Jan 2  - Jan 29,2022,Monthly,12.9,10.4 - 15.4,"2,437",0
National Estimates,National,5-17 years,Poverty and Income,Below poverty,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Oct 30 - Nov 26,2022,Monthly,3.8,1.3 - 6.3,501,0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Jan 2  - Jan 29,2022,Monthly,26.6,24.1 - 29.1,"3,766",0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,January 29 - February 25,2023,Monthly,39,36.2 - 41.9,"3,115",0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Jan 30 - Feb 26,2022,Monthly,29.9,27.2 - 32.6,"3,699",0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,February 26 - March 25,2023,Monthly,39.9,37.1 - 42.7,"3,189",0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Feb 27 - Mar 26,2022,Monthly,30.5,27.9 - 33.1,"3,812",0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,March 26 - April 29,2023,Monthly,41.7,38.6 - 44.7,"3,240",0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Mar 27 - Apr 30,2022,Monthly,33,30.5 - 35.4,"4,424",0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,April 30 - May 27,2023,Monthly,41.8,38.8 - 44.9,"2,878",0
National Estimates,National,5-17 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,May 1 - May 28,2022,Monthly,32.7,30.3 - 35.2,"3,989",0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Oct 30 - Nov 26,2022,Monthly,27.9,23.0 - 32.7,777,0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Nov 27 - Dec 31,2022,Monthly,25,21.1 - 29.0,"1,093",0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Nov 28 - Dec 31,2021,Monthly,11.5,9.2 - 13.8,"1,154",0
National Estimates,National,5-17 years,Health Insurance,Other Insurance,Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),April 30 - May 27,2023,Monthly,22.2,19.3 - 25.2,"2,713",0
National Estimates,National,5-17 years,Health Insurance,Other Insurance,Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,49.6,45.7 - 53.5,"2,231",0
National Estimates,National,5-17 years,Health Insurance,Other Insurance,Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),Oct 30 - Nov 26,2022,Monthly,39.9,36.0 - 43.9,"2,382",0
National Estimates,National,5-17 years,Health Insurance,Other Insurance,Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),Nov 27 - Dec 31,2022,Monthly,32.8,29.7 - 36.0,"3,055",0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),January 1 - January 28,2023,Monthly,21.5,3.9 - 39.0,84,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),January 29 - February 25,2023,Monthly,21.9,6.3 - 37.5,102,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),February 26 - March 25,2023,Monthly,34.4,16.5 - 52.2,97,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),March 26 - April 29,2023,Monthly,9.9,2.7 - 17.2,106,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),April 30 - May 27,2023,Monthly,28.2,9.6 - 46.8,111,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,32,13.1 - 51.0,78,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),Oct 30 - Nov 26,2022,Monthly,30.1,11.5 - 48.7,76,0
National Estimates,National,5-17 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),Nov 27 - Dec 31,2022,Monthly,39.8,19.7 - 59.9,105,0
National Estimates,National,5-17 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Definitely will get an updated bivalent booster (among completed primary series),January 1 - January 28,2023,Monthly,24.2,15.6 - 32.8,363,0
National Estimates,National,5-11 years,Poverty and Income,Unknown income,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Jan 2  - Jan 29,2022,Monthly,31.6,27.2 - 35.9,"1,116",0
National Estimates,National,5-11 years,Poverty and Income,Unknown income,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Jan 30 - Feb 26,2022,Monthly,35,30.4 - 39.6,"1,234",0
National Estimates,National,5-11 years,Poverty and Income,Unknown income,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Feb 27 - Mar 26,2022,Monthly,34.7,30.1 - 39.3,"1,196",0
National Estimates,National,5-11 years,Health Insurance,Uninsured,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Nov 27 - Dec 31,2022,Monthly,8.6,0.0 - 18.6,65,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 1 - January 28,2023,Monthly,16.3,4.4 - 28.2,204,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 29 - February 25,2023,Monthly,12.1,3.8 - 20.3,216,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),February 26 - March 25,2023,Monthly,8.4,2.4 - 14.4,154,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),March 26 - April 29,2023,Monthly,7.6,3.5 - 11.8,275,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),April 30 - May 27,2023,Monthly,17.6,7.8 - 27.4,211,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,5.2,0.0 - 13.0,231,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 30 - Nov 26,2022,Monthly,9.5,0.6 - 18.3,197,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Nov 27 - Dec 31,2022,Monthly,13.5,3.7 - 23.2,266,0
National Estimates,National,5-11 years,Metropolitan statistical area,Suburban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 1 - January 28,2023,Monthly,22.3,17.3 - 27.4,878,0
National Estimates,National,5-11 years,Metropolitan statistical area,Suburban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 29 - February 25,2023,Monthly,18.4,14.4 - 22.4,927,0
National Estimates,National,5-11 years,Metropolitan statistical area,Suburban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),February 26 - March 25,2023,Monthly,15.7,11.6 - 19.8,914,0
National Estimates,National,5-11 years,Metropolitan statistical area,Suburban,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),March 26 - April 29,2023,Monthly,19.1,15.3 - 22.9,"1,102",0
National Estimates,National,5-17 years,Age,12 � 15 years,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Nov 27 - Dec 31,2022,Monthly,1.2,0.3 - 2.0,"1,768",0
National Estimates,National,5-17 years,Age,12 � 15 years,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Nov 28 - Dec 31,2021,Monthly,7.7,5.7 - 9.6,"2,502",0
National Estimates,National,5-17 years,Age,16 � 17 years,Vaccination and intent 4 level grouping,Definitely will get vaccinated,January 1 - January 28,2023,Monthly,2,0.0 - 4.7,490,0
National Estimates,National,5-11 years,Race/Ethnicity,Hispanic/Latino,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,1.6,0.1 - 3.0,333,0
National Estimates,National,5-11 years,Race/Ethnicity,Hispanic/Latino,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 30 - Nov 26,2022,Monthly,4.3,0.0 - 8.7,337,0
National Estimates,National,5-11 years,Race/Ethnicity,Hispanic/Latino,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Nov 27 - Dec 31,2022,Monthly,9.9,5.4 - 14.5,574,0
National Estimates,National,5-11 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 1 - January 28,2023,Monthly,25.7,14.5 - 37.0,272,0
National Estimates,National,5-11 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),January 29 - February 25,2023,Monthly,23,15.1 - 30.9,303,0
National Estimates,National,5-11 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),February 26 - March 25,2023,Monthly,23.7,14.5 - 32.9,313,0
National Estimates,National,5-11 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),March 26 - April 29,2023,Monthly,22.2,15.9 - 28.6,480,0
National Estimates,National,5-11 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),April 30 - May 27,2023,Monthly,20.1,12.7 - 27.6,441,0
National Estimates,National,5-11 years,Race/Ethnicity,Multi,Bivalent vaccination and intent 4 level grouping (among completed primary series),Received updated bivalent booster dose (among completed primary series),Oct 1 - Oct 29 ,2022,Monthly,0.2,0.0 - 0.5,262,0
